cgpa,skills_score,projects,internship,certifications,job_fit_score
6.35,2,6,0,6,97.0
8.22,8,10,1,8,180.64
7.04,1,0,1,1,74.67
5.13,2,7,1,6,103.24
5.78,8,5,0,1,110.06
8.58,6,4,1,1,128.82
8.29,10,8,0,4,156.65
5.14,2,8,0,8,104.71
6.11,2,2,0,8,95.01
6.16,7,8,0,0,115.87
8.36,5,8,1,6,153.83
5.1,5,1,1,2,88.04
5.52,8,4,0,0,100.95
9.0,7,10,1,1,162.03
5.89,9,1,1,5,116.92
8.26,4,0,1,1,98.65
6.19,10,6,1,1,130.37
5.5,4,3,1,3,91.49
6.22,2,4,1,2,90.63
8.61,3,3,1,7,125.56
9.28,1,5,1,7,130.31
9.15,1,10,1,5,143.17
6.99,7,1,1,3,114.15
8.34,5,7,1,6,148.07
6.02,3,3,0,8,99.87
6.47,7,7,0,1,115.81
9.48,2,2,1,5,117.4
5.07,3,10,1,6,123.45
5.43,1,4,1,0,74.38
6.04,8,2,1,5,119.15
5.13,2,6,0,7,98.22
5.91,7,2,0,6,109.71
7.92,9,7,1,1,147.6
7.11,6,8,0,1,121.44
9.46,2,1,1,3,112.73
9.09,2,2,0,4,103.02
6.71,9,6,1,4,145.46
6.3,10,4,0,1,118.16
6.9,8,9,0,6,148.56
7.95,9,6,0,7,156.63
6.34,4,1,1,1,87.95
8.12,4,3,0,3,105.82
7.05,2,0,1,2,82.39
7.76,10,4,0,3,142.17
7.18,1,7,0,4,102.52
6.47,10,0,1,5,125.12
9.74,4,6,1,1,133.63
8.82,10,6,1,5,171.11
5.7,10,6,0,8,140.75
9.34,8,0,1,7,146.64
7.44,2,10,1,0,118.05
9.47,8,2,1,8,154.06
9.0,1,10,0,1,118.03
7.13,1,1,1,0,76.06
5.11,4,4,1,5,104.69
6.34,7,1,0,0,91.57
7.71,9,4,1,5,147.08
8.17,5,4,0,1,111.28
6.29,2,3,1,6,99.6
5.7,7,10,1,6,145.64
9.17,2,6,1,3,126.44
9.92,9,9,1,1,170.36
7.63,9,5,0,6,145.61
5.86,3,1,0,0,67.48
6.36,8,3,0,1,104.13
5.09,4,10,0,1,104.03
9.57,3,6,0,0,115.84
5.59,1,8,0,8,107.45
7.88,5,8,1,5,142.57
6.37,4,2,1,2,96.16
7.77,1,0,1,5,89.53
8.26,10,8,0,6,167.61
9.15,8,7,1,2,159.32
6.03,8,6,0,3,119.92
5.05,8,5,0,0,102.88
5.68,3,9,1,5,118.33
9.5,6,6,1,5,157.2
9.37,7,10,0,8,176.83
7.99,9,8,0,1,144.59
8.0,5,5,0,4,120.63
8.33,9,9,1,4,170.23
5.88,6,2,0,6,101.81
9.57,10,2,0,4,151.83
7.09,10,3,1,3,136.58
6.92,10,9,0,1,146.96
7.59,4,9,1,7,146.27
5.23,1,7,0,4,90.07
5.83,1,9,1,3,110.68
8.69,10,8,0,8,176.29
5.41,5,7,1,1,109.89
8.02,3,10,0,2,123.21
6.23,5,9,0,7,129.66
6.95,5,1,1,3,104.17
6.44,1,3,1,8,105.46
6.78,8,3,0,8,129.13
8.6,5,1,0,8,126.18
6.49,5,7,0,0,103.66
7.83,9,2,0,5,131.11
7.38,8,1,0,5,118.51
8.32,1,6,0,7,116.34
9.68,3,0,0,6,106.39
8.66,7,5,1,6,151.06
6.07,1,2,0,1,65.0
5.16,1,2,1,3,73.06
6.31,5,4,0,0,92.76
7.98,9,2,0,6,136.32
5.26,6,3,1,3,102.58
7.48,10,2,0,8,139.93
7.98,2,6,1,5,125.97
6.67,9,2,0,5,118.66
8.85,6,9,0,8,159.65
5.53,5,3,0,7,100.56
5.38,5,1,0,5,88.5
8.64,3,1,1,5,115.76
7.48,6,8,1,5,146.47
8.44,4,10,1,3,147.0
7.17,10,0,0,4,120.25
6.23,2,0,1,2,79.46
9.1,3,9,0,8,144.22
9.0,9,0,1,1,131.47
8.47,9,2,0,6,139.54
6.36,6,1,1,0,94.14
7.95,10,2,1,6,150.26
6.8,10,4,1,1,134.92
5.46,9,8,1,4,143.83
9.59,4,1,0,0,105.01
5.68,5,10,1,4,132.73
9.75,10,0,1,3,147.06
7.23,6,10,1,0,137.48
5.93,9,5,1,0,123.51
7.71,5,2,0,6,112.61
9.36,8,6,0,2,144.94
8.66,1,5,0,8,118.32
9.03,5,10,1,8,170.99
8.29,10,6,1,8,173.13
8.46,1,4,0,0,89.53
9.25,10,0,0,3,132.4
6.25,6,2,0,0,89.21
7.45,7,2,0,0,102.8
6.11,5,6,0,8,121.08
9.94,1,2,1,4,117.64
9.72,6,10,1,0,157.56
5.2,10,4,0,2,114.82
8.53,5,3,1,6,131.82
9.63,6,3,1,1,127.96
5.9,10,6,0,3,129.09
7.84,7,0,0,1,96.44
9.58,7,6,0,8,159.15
5.17,2,7,0,8,106.3
8.49,3,2,1,6,117.09
6.49,6,2,1,6,113.68
9.62,3,3,1,1,119.98
9.86,2,5,1,7,138.89
9.72,4,6,0,0,121.74
7.37,5,0,1,7,116.55
9.31,10,3,0,4,149.53
9.22,9,6,1,3,163.28
6.6,3,10,1,1,122.56
9.14,3,1,0,2,94.66
5.19,6,0,0,1,71.65
7.98,5,0,0,3,100.19
6.15,6,9,1,2,129.64
5.6,7,5,0,4,110.48
5.38,3,4,1,6,99.55
8.48,5,0,1,8,126.04
6.7,8,9,0,4,140.9
8.62,4,2,1,7,126.12
5.33,10,10,0,1,133.51
6.58,2,6,0,5,102.25
7.7,4,8,1,7,142.96
8.95,2,8,1,8,146.42
6.59,3,5,1,3,102.38
8.13,4,2,0,3,105.91
9.43,4,0,0,6,115.32
8.08,10,2,0,3,130.64
6.16,9,9,1,4,150.52
5.12,10,1,0,1,98.0
9.35,6,10,1,1,157.77
5.11,9,4,0,4,111.3
9.37,4,7,0,1,120.89
7.64,9,4,1,5,146.11
9.7,9,0,1,5,144.44
8.99,6,2,1,7,141.29
9.99,5,4,0,0,121.27
6.75,3,6,1,6,119.08
8.84,5,4,1,6,138.62
7.01,3,9,1,8,144.6
7.4,5,4,1,3,120.75
8.14,5,6,0,6,131.2
9.37,2,7,0,5,132.53
9.92,9,7,1,3,168.97
8.84,7,6,1,7,159.11
7.09,6,2,0,2,100.49
7.11,5,10,1,7,149.79
8.69,4,1,1,4,119.08
6.19,8,0,1,3,108.92
5.55,2,5,0,2,78.84
6.77,8,8,0,6,145.08
6.44,1,2,0,6,82.78
6.48,10,4,1,5,142.24
6.17,1,8,1,2,99.93
5.21,3,8,1,8,119.81
5.09,5,6,0,1,97.09
9.94,6,3,0,2,124.8
7.14,4,10,1,0,130.51
6.92,7,1,1,6,120.68
8.4,7,1,1,1,120.77
6.09,2,3,1,7,102.66
9.75,2,0,1,8,123.33
8.93,2,3,0,1,97.92
5.45,2,10,0,5,105.35
7.09,9,5,0,0,120.35
9.4,5,5,0,7,138.43
9.72,8,6,1,4,164.17
7.34,5,4,0,8,121.05
8.07,5,8,0,2,123.57
5.84,1,1,1,1,68.21
9.96,6,1,0,6,127.23
6.16,4,3,1,6,109.78
9.71,3,3,0,4,114.19
8.25,6,3,1,6,134.3
8.04,2,0,1,5,94.75
7.56,8,3,1,8,149.81
6.15,1,4,0,2,73.3
5.88,9,8,0,3,132.33
6.1,8,2,1,8,127.24
5.93,1,2,0,7,79.79
8.9,10,4,1,5,165.69
6.75,9,9,1,2,151.6
5.29,2,5,1,8,104.87
9.85,3,2,1,8,135.7
9.42,2,0,1,5,109.23
9.64,8,9,1,1,165.93
9.97,2,7,1,6,147.28
5.87,10,0,0,8,120.29
6.98,2,1,0,8,94.29
8.79,1,2,0,2,89.8
8.48,7,5,0,1,125.19
5.77,2,3,0,4,78.68
9.08,10,3,0,6,151.58
6.12,5,8,1,2,123.38
6.12,5,5,0,3,104.52
7.68,3,1,1,1,91.2
7.96,3,6,0,1,105.2
7.9,3,2,1,6,112.7
5.46,6,8,0,1,110.26
9.39,4,5,0,0,114.16
6.33,3,7,0,3,107.03
5.65,2,0,0,5,70.62
9.44,3,1,0,3,105.91
9.78,4,5,1,0,126.2
9.31,6,2,1,0,122.51
9.05,4,0,0,8,117.61
8.28,8,5,1,0,134.14
7.75,3,4,1,6,121.07
5.43,3,8,1,6,120.58
7.04,3,5,1,0,100.68
6.86,8,4,0,0,109.2
6.3,4,0,0,5,89.0
8.62,1,0,1,7,102.59
7.48,2,10,0,6,128.15
5.41,10,0,0,5,106.83
6.1,2,6,0,2,86.93
8.42,3,5,0,6,121.81
5.38,6,4,1,5,113.63
9.26,8,3,1,7,157.86
7.48,1,10,1,3,119.3
7.4,9,10,0,8,169.23
7.96,1,7,1,0,105.26
9.12,10,10,1,6,187.23
6.74,2,7,1,8,129.68
8.39,3,4,1,0,109.32
7.83,7,3,0,2,116.08
6.34,9,1,1,6,130.18
9.39,3,6,0,8,138.64
8.99,8,4,0,0,126.3
8.29,9,2,1,5,143.99
9.25,10,8,0,1,157.67
9.34,7,8,0,4,152.69
8.54,4,10,1,6,153.82
9.19,4,10,1,6,159.54
8.49,4,9,1,6,153.69
8.4,6,10,1,3,156.87
8.09,4,7,1,5,136.74
8.76,5,0,0,5,108.05
5.79,9,2,1,6,126.53
9.4,7,1,0,8,134.87
9.36,8,3,0,5,142.13
5.15,5,1,1,0,82.06
9.13,5,10,0,7,163.77
5.64,7,7,0,1,108.95
6.68,8,0,1,2,111.21
8.72,9,3,1,4,147.33
5.8,2,4,0,5,85.17
9.09,3,9,0,6,139.46
9.16,2,3,0,3,104.57
7.54,10,7,0,2,142.44
5.03,7,1,0,8,102.04
6.44,2,8,1,3,111.6
8.08,2,1,1,8,111.2
9.91,2,1,1,8,125.62
8.16,4,1,1,2,100.41
6.3,1,9,0,2,97.57
8.17,2,7,1,7,134.5
7.7,3,2,1,0,93.0
8.9,7,9,0,5,157.91
5.53,10,10,0,5,152.07
8.81,1,9,0,8,135.49
7.71,6,7,1,1,135.31
9.81,3,6,1,7,153.0
6.71,3,9,0,6,127.74
8.16,4,3,0,1,97.93
9.66,4,6,1,0,128.91
5.51,7,10,0,3,127.21
9.69,3,7,0,1,123.75
8.44,8,5,0,2,136.69
5.34,8,5,1,1,116.97
6.5,7,2,1,8,126.63
8.54,2,4,1,3,112.1
5.34,5,9,0,0,103.61
7.91,6,1,0,7,115.31
6.73,10,4,1,3,138.86
8.1,4,4,0,7,119.46
5.23,10,6,0,7,133.53
9.36,5,3,1,8,143.97
9.87,9,10,0,6,182.76
9.84,7,5,0,3,143.56
8.75,2,8,0,1,115.18
5.65,1,3,0,5,79.19
8.79,2,10,1,3,141.1
5.12,3,5,0,5,91.39
5.11,2,8,1,7,114.02
6.62,3,9,1,2,120.2
7.44,10,0,1,0,119.25
8.85,9,7,1,4,161.47
8.42,4,0,0,2,95.6
7.23,9,3,0,5,130.63
6.37,3,2,1,2,87.51
9.99,1,3,1,0,109.74
7.13,5,6,1,8,138.87
7.26,10,8,1,4,161.84
5.82,10,8,0,1,133.59
8.97,2,9,1,1,131.23
8.47,4,0,1,8,124.42
6.1,2,9,0,0,94.13
5.41,2,0,1,2,72.68
8.4,3,8,0,6,130.66
8.27,5,3,0,0,105.82
6.37,4,2,0,1,77.4
9.75,2,8,1,5,142.83
5.76,10,4,0,8,136.64
7.16,2,5,0,8,110.49
9.72,6,0,1,7,138.6
7.1,7,0,1,2,107.87
8.19,10,6,1,1,150.16
6.99,6,9,1,0,129.67
6.37,7,7,0,8,138.43
9.92,1,10,1,4,145.03
7.05,6,7,0,2,123.06
9.47,3,6,0,4,126.38
6.15,1,10,1,2,111.64
6.07,8,8,1,8,155.41
5.16,4,0,1,0,70.04
8.26,10,1,1,0,126.11
6.84,8,2,0,2,111.11
9.32,10,4,1,5,163.62
7.37,4,3,0,1,93.12
9.84,4,3,0,0,110.43
5.93,10,7,1,7,156.32
9.34,4,7,1,8,158.67
8.88,6,10,1,0,151.08
8.85,9,6,0,2,145.58
9.22,5,0,0,4,112.83
8.81,10,9,0,6,175.64
8.13,8,3,1,3,134.58
5.66,8,0,1,5,107.96
5.16,4,10,1,0,109.65
9.6,10,4,1,3,161.74
8.08,9,2,1,7,146.17
8.98,9,2,1,4,147.04
7.41,5,3,1,7,127.0
5.59,6,1,0,0,73.61
5.63,5,6,0,8,115.2
8.43,3,3,0,3,97.65
7.15,8,4,0,8,136.52
6.0,9,1,1,7,130.17
7.46,4,5,1,7,126.88
5.32,9,8,1,1,129.92
7.91,9,7,0,2,141.95
6.34,7,7,1,8,145.63
8.99,8,1,0,2,119.77
6.55,3,3,0,7,101.5
7.28,5,7,0,4,122.22
5.06,3,10,1,6,120.49
5.36,7,0,1,3,92.72
6.96,6,7,0,7,139.12
7.4,3,2,0,3,93.45
8.0,9,7,1,4,158.1
6.46,1,5,0,0,76.84
8.47,10,6,1,7,171.82
9.3,3,1,0,6,112.43
8.9,10,0,1,4,141.49
5.2,7,5,0,5,110.5
7.4,3,2,1,0,93.13
5.52,3,3,0,7,95.1
6.21,2,8,1,8,127.16
9.93,9,2,0,4,146.93
5.71,4,1,1,6,97.07
7.49,10,1,0,3,121.71
8.09,6,1,0,5,109.85
8.51,2,5,0,1,101.24
7.8,9,1,0,3,121.14
5.05,7,10,0,4,126.79
6.63,10,6,0,8,149.51
7.59,5,6,1,8,146.2
5.44,7,6,1,7,134.78
6.75,4,1,0,3,89.65
5.17,10,6,1,5,138.42
5.39,7,9,0,6,130.73
6.98,2,7,0,0,96.28
5.66,7,7,1,0,118.21
7.84,4,1,0,3,94.56
8.45,4,4,0,2,108.58
9.0,1,5,1,3,116.0
6.0,3,8,0,8,121.01
5.84,5,5,0,1,94.38
5.52,5,9,1,3,125.76
8.18,2,5,1,6,124.39
8.53,4,9,0,1,125.5
5.16,1,9,0,7,101.51
9.68,9,5,0,3,150.55
5.26,1,8,0,8,100.41
7.71,6,9,0,0,126.62
8.55,7,6,0,6,148.39
9.35,3,0,0,0,89.78
8.57,1,0,1,8,106.03
9.01,7,3,0,0,122.9
6.7,3,1,0,2,76.72
9.07,10,2,1,6,156.67
5.4,6,6,0,0,99.66
9.47,6,6,0,4,143.12
7.74,4,2,1,5,114.64
9.09,6,1,0,2,114.36
7.26,10,0,1,5,133.69
8.22,4,8,1,3,134.37
7.63,8,9,1,5,157.26
8.66,9,2,1,5,146.13
5.41,2,8,1,3,106.44
5.3,7,3,1,0,98.56
6.24,9,9,1,2,147.8
5.8,9,5,0,6,129.75
9.36,5,6,1,1,133.48
6.1,1,9,1,3,107.96
9.88,6,5,0,5,144.75
6.68,8,0,0,4,103.9
5.91,1,5,1,5,96.56
8.95,2,10,1,4,144.37
8.29,1,5,1,8,125.49
7.49,5,4,1,1,116.02
7.78,2,2,0,3,89.98
8.6,10,9,0,0,152.86
6.14,10,2,1,6,134.18
9.98,4,10,0,0,139.89
9.87,1,9,0,5,137.67
8.25,7,6,0,8,148.07
6.0,8,7,0,1,115.52
8.4,5,2,1,0,111.09
5.36,2,2,0,2,65.38
5.15,8,6,0,5,117.66
6.29,1,9,1,6,119.34
7.31,7,6,0,7,140.45
9.34,1,10,1,3,137.58
8.64,6,8,1,7,163.08
8.71,6,5,0,6,139.07
7.13,5,6,0,7,128.6
6.73,2,10,1,4,124.37
6.86,2,9,0,6,116.6
9.94,9,0,1,3,141.54
5.2,5,6,1,0,102.19
9.34,5,1,0,2,111.02
7.89,7,6,1,8,154.23
7.19,6,2,1,3,118.81
8.63,2,8,0,4,120.86
7.43,1,4,0,2,88.47
9.37,5,6,1,5,151.98
9.5,4,7,0,3,133.25
7.11,3,1,1,4,96.33
6.38,2,10,0,6,117.58
7.96,10,0,1,6,141.17
9.56,2,6,0,8,136.66
6.05,4,5,0,1,89.03
8.11,2,5,0,3,100.24
8.16,4,1,0,7,110.99
8.67,3,2,0,3,102.49
5.66,9,3,1,2,122.2
8.58,7,2,1,5,133.87
9.55,3,1,0,2,101.09
5.9,8,2,1,1,110.51
6.19,9,5,0,8,138.74
9.86,7,8,1,2,161.46
5.9,6,3,1,0,100.82
9.27,4,5,1,8,146.98
7.46,5,0,0,4,98.39
6.24,8,5,0,6,125.38
9.35,3,2,1,1,107.79
7.23,2,8,1,0,109.27
7.57,3,3,1,5,107.47
6.8,7,6,1,4,135.54
7.96,8,3,0,5,127.25
5.82,1,10,0,1,95.11
6.96,7,5,1,6,139.01
9.85,9,6,0,0,147.64
6.29,3,1,1,7,101.2
8.28,3,9,0,6,135.68
6.63,8,5,1,6,140.42
8.87,4,7,0,5,137.6
5.65,8,5,1,4,128.02
9.85,5,1,0,8,133.34
7.27,3,3,1,2,103.3
6.18,4,0,0,8,94.78
5.37,4,6,1,4,113.07
5.85,8,7,1,7,146.12
7.6,6,9,0,2,132.78
6.69,7,1,0,6,109.18
9.14,9,9,0,3,162.64
7.15,6,4,1,4,123.77
6.24,3,10,1,3,125.3
8.09,3,7,1,8,139.86
8.53,3,10,0,6,141.42
5.84,10,7,1,5,150.8
5.84,2,4,0,5,88.01
5.18,1,7,1,6,100.68
8.68,10,5,1,4,162.85
8.32,1,4,1,2,103.38
7.37,4,10,0,2,119.24
9.22,3,3,1,6,126.8
9.03,5,4,1,0,126.03
7.93,9,3,0,3,132.38
9.34,8,0,1,7,146.78
6.03,9,2,0,3,111.8
5.56,5,7,1,0,105.92
6.35,8,6,1,4,136.27
5.29,4,6,0,0,88.75
7.66,5,10,1,8,161.1
9.68,3,2,0,7,121.59
5.2,5,8,0,6,116.2
5.61,3,5,1,4,104.23
7.26,5,7,1,3,132.33
9.67,5,7,1,6,159.65
6.58,6,2,1,2,106.78
7.54,9,3,1,7,147.58
5.21,1,5,0,4,80.05
5.74,10,1,0,4,109.73
9.93,6,10,0,0,147.68
9.83,1,6,0,7,125.7
5.02,6,1,0,6,94.67
9.76,2,10,1,0,136.63
8.2,8,4,0,3,131.37
9.34,3,3,0,3,110.47
7.27,10,8,1,8,179.98
7.58,6,1,1,1,108.51
7.44,6,6,1,3,128.83
8.33,4,6,1,2,129.03
5.7,5,6,0,4,105.81
5.15,2,0,1,6,78.8
6.54,10,7,0,4,140.97
8.52,10,1,1,4,144.58
6.01,8,4,1,3,123.44
8.37,10,1,0,8,143.65
9.85,7,4,0,5,143.78
5.47,10,6,1,5,142.96
8.36,6,5,0,5,127.22
7.22,7,4,1,5,130.87
9.34,1,3,1,0,105.07
5.89,5,7,0,5,115.74
8.46,7,10,0,3,150.66
9.19,1,7,0,1,106.13
9.72,2,0,1,5,112.67
8.42,9,9,0,0,150.3
7.49,3,1,0,0,84.17
8.09,6,2,1,4,128.5
9.34,7,0,0,5,122.98
7.85,9,10,0,1,149.83
5.15,5,2,0,7,92.27
9.65,4,9,0,3,140.55
8.45,2,7,1,3,124.16
8.38,3,3,0,4,105.33
6.08,5,6,1,3,120.74
8.29,2,6,1,4,119.72
6.97,4,10,0,2,121.66
8.26,1,4,1,7,113.92
5.53,4,0,0,5,79.93
8.29,7,9,1,7,165.63
10.0,3,3,0,4,121.18
5.24,10,6,1,6,143.35
9.89,8,4,1,6,160.28
7.03,6,1,1,5,111.07
9.35,6,7,1,3,149.87
8.91,1,1,1,5,105.77
7.84,5,10,1,8,162.52
8.69,3,7,0,3,120.54
9.39,10,10,1,5,191.99
7.02,1,1,0,5,77.89
6.64,8,10,1,2,143.23
8.34,7,4,0,3,127.27
9.04,7,3,1,2,137.89
8.81,10,0,1,2,139.09
8.99,10,7,1,3,166.31
7.18,10,9,1,3,161.33
9.09,4,2,1,5,127.16
5.6,6,3,1,3,104.55
7.72,9,3,1,5,143.99
5.03,3,4,1,1,82.8
6.62,9,2,0,3,112.8
6.83,4,8,0,1,107.87
6.98,5,3,1,7,125.76
8.48,7,9,0,8,162.85
6.94,6,10,1,6,156.09
7.24,10,10,0,5,163.99
6.19,8,3,1,7,135.71
6.87,8,5,0,3,125.57
6.14,8,7,0,1,121.61
5.37,3,6,1,3,100.69
8.02,10,3,0,4,144.16
8.34,6,3,1,8,142.95
8.1,7,4,1,4,133.83
7.32,9,9,0,8,164.08
6.9,10,4,1,8,153.23
9.32,10,0,0,7,147.57
7.6,4,7,0,4,122.21
7.4,5,9,0,1,122.78
5.13,8,4,0,4,107.25
6.71,1,2,0,0,66.94
6.9,6,2,0,7,112.93
6.99,4,3,1,1,102.53
7.9,5,6,0,6,131.32
7.67,5,4,0,1,111.22
8.04,2,0,0,4,85.43
8.82,8,4,1,6,153.99
9.06,2,4,1,5,123.21
8.59,4,5,1,4,130.5
9.78,5,6,0,5,144.28
5.09,1,4,0,1,64.18
5.98,6,10,0,0,121.78
5.04,2,1,1,0,65.47
8.24,5,1,1,7,124.93
9.49,6,3,1,2,132.44
6.22,8,0,0,2,97.82
9.64,9,6,0,8,170.14
5.3,6,0,1,5,97.43
9.67,5,2,0,3,118.18
6.76,4,9,1,3,128.94
5.51,2,6,1,6,104.78
7.43,2,10,1,5,137.16
6.28,7,5,0,1,109.71
6.42,5,6,1,8,134.05
6.54,7,4,1,1,115.91
9.02,1,7,0,7,126.31
7.7,1,5,0,3,95.56
6.56,5,3,1,0,97.54
8.05,2,10,0,0,110.61
8.58,8,0,0,8,131.05
6.36,3,1,0,3,78.65
7.07,1,5,0,0,80.07
5.61,2,3,1,2,84.51
5.91,10,2,0,2,110.79
8.41,10,6,1,6,172.99
5.91,7,6,0,5,120.13
7.63,6,1,0,7,116.29
8.55,8,7,1,6,163.78
5.53,7,10,0,0,120.15
7.84,10,0,0,2,120.82
6.28,8,10,1,8,165.48
9.81,3,9,1,3,144.46
7.42,6,6,1,2,130.34
9.03,7,9,0,4,153.22
7.75,10,0,0,7,132.39
5.22,1,2,0,0,56.12
8.17,1,2,1,1,89.09
9.76,7,9,0,6,169.37
8.01,3,1,1,0,92.36
9.1,3,9,1,4,150.11
9.42,5,4,1,7,147.51
6.14,6,3,1,5,119.53
6.06,2,5,1,2,96.88
8.05,3,1,0,6,100.22
7.06,6,3,1,2,111.84
9.2,3,6,1,4,134.82
9.5,5,0,1,6,127.84
6.77,9,10,1,1,155.3
6.18,3,2,0,3,80.98
8.9,6,0,0,1,103.62
6.37,5,1,0,6,95.2
9.11,5,8,1,2,146.74
7.12,6,9,0,8,144.6
8.34,6,4,0,5,128.59
5.48,1,3,1,0,71.98
8.12,9,3,1,7,151.46
7.26,5,7,1,6,140.98
7.93,1,2,1,0,85.91
5.84,8,3,1,2,111.78
8.68,7,1,0,2,117.57
9.31,7,5,0,2,133.66
6.08,5,8,0,6,124.68
5.48,1,3,0,5,76.68
5.12,9,10,0,1,129.72
8.21,9,5,1,4,153.42
8.04,8,3,0,5,129.34
7.73,5,1,0,1,97.25
6.16,3,5,0,0,86.19
6.95,8,6,0,3,129.59
7.97,1,3,0,3,87.11
7.48,3,10,1,3,131.91
9.94,7,6,1,0,149.83
5.68,4,10,0,2,107.45
8.48,7,7,1,6,159.48
7.02,5,10,0,3,127.51
7.14,6,2,0,1,96.39
8.59,7,1,1,7,135.88
8.46,10,4,1,0,144.19
9.96,7,1,1,8,154.88
5.64,7,9,0,4,128.83
5.52,7,4,0,1,99.08
8.62,7,9,0,3,149.31
7.89,3,5,1,2,115.5
6.37,3,7,1,6,122.9
5.4,7,5,0,5,107.75
5.43,2,3,1,8,101.24
9.47,2,2,1,3,114.37
5.96,3,1,0,2,71.95
6.62,4,0,1,6,96.99
6.13,6,1,1,5,108.55
6.77,8,1,0,4,110.85
5.35,10,4,0,6,125.9
7.6,10,8,0,4,155.14
5.34,7,0,1,8,113.85
9.0,4,3,0,3,117.81
6.17,2,9,1,0,105.64
7.7,2,6,0,4,108.27
9.4,4,10,0,0,133.56
8.25,6,9,0,0,131.03
7.66,3,2,1,0,94.05
6.62,6,7,0,0,113.33
6.67,5,2,0,7,108.96
8.35,5,7,1,1,136.64
9.97,2,1,1,8,124.79
8.31,8,4,0,6,137.83
7.79,5,3,0,2,107.52
8.65,2,10,0,8,146.12
7.33,7,8,1,3,144.67
5.3,9,2,1,6,114.47
7.81,9,10,0,2,152.0
9.79,1,4,0,4,111.98
5.88,7,9,0,3,125.21
8.45,9,8,0,5,159.97
6.0,6,5,1,8,135.83
7.68,1,1,1,4,95.29
5.48,2,0,1,0,65.48
7.25,4,10,0,4,129.89
8.78,4,0,0,4,101.26
6.74,2,6,1,8,123.42
8.32,8,1,0,7,131.65
8.98,2,6,1,4,127.94
9.64,3,0,0,4,100.98
6.17,4,3,0,1,82.96
7.0,9,9,0,8,162.48
5.76,10,10,1,3,152.89
9.96,1,3,0,6,115.23
9.64,8,4,0,5,148.91
7.7,5,9,1,4,145.54
9.21,7,0,0,4,121.8
7.6,8,6,0,6,144.09
8.12,5,10,1,1,141.7
5.45,8,1,0,8,108.63
8.78,10,10,1,1,171.46
5.64,8,10,0,8,150.57
9.13,9,1,0,3,128.64
8.91,2,7,1,5,132.2
8.54,3,8,0,0,113.26
5.18,1,5,1,4,84.75
6.52,4,10,0,5,124.83
6.32,5,0,1,8,111.53
6.8,1,0,0,8,81.97
5.44,8,10,0,8,144.01
9.68,2,6,0,2,116.46
7.77,1,7,0,3,105.17
6.53,2,2,0,7,87.56
6.98,5,8,1,7,145.79
7.24,9,3,0,1,115.01
8.0,9,3,1,7,151.23
7.58,2,2,1,6,105.81
9.6,2,7,0,8,137.65
7.48,3,8,0,4,118.75
9.96,7,0,0,1,119.24
9.26,3,1,1,4,114.98
6.04,1,0,0,1,55.13
9.65,6,3,0,4,132.14
5.58,3,9,0,8,120.07
9.09,1,6,0,6,118.36
6.9,4,6,0,6,117.31
9.39,1,5,0,0,98.61
9.34,1,10,1,8,151.99
9.03,2,4,0,5,114.85
8.95,10,10,1,6,190.5
6.52,8,3,1,1,118.73
5.4,2,7,0,0,82.51
7.01,2,6,0,3,97.34
5.87,10,10,1,8,172.94
8.47,10,10,0,8,181.2
6.73,8,9,0,2,137.7
9.88,6,0,0,0,108.77
8.2,4,5,0,1,109.27
9.11,3,1,1,8,126.59
5.66,1,3,1,8,97.93
9.31,3,4,1,0,112.21
9.61,9,7,0,8,170.76
7.44,5,5,1,0,115.83
8.03,6,10,1,3,153.96
8.82,5,1,1,4,120.04
5.87,1,4,0,7,89.72
7.51,10,4,0,4,135.29
6.99,1,5,0,4,99.48
5.73,4,0,0,3,77.48
6.84,3,7,0,8,122.95
5.34,8,2,1,7,121.88
5.13,7,4,1,8,124.8
5.68,7,6,0,6,119.79
9.82,8,2,0,6,144.3
7.75,10,9,1,4,168.26
9.83,7,5,1,0,142.03
7.16,10,4,0,5,135.47
6.56,2,6,0,5,101.97
7.53,4,9,0,3,124.49
7.2,6,10,1,1,141.65
5.53,3,2,1,0,78.14
8.2,3,1,0,2,91.09
6.08,6,3,0,8,119.96
8.1,1,2,1,0,89.43
8.25,1,3,1,4,102.49
5.76,5,6,1,5,121.0
5.31,1,4,0,8,87.35
8.9,10,3,0,0,130.55
7.3,8,5,0,4,127.55
5.29,2,6,0,0,77.23
9.97,6,10,1,1,164.19
5.29,10,4,1,1,119.22
8.48,10,6,0,4,155.74
9.92,5,2,0,3,121.92
6.2,10,6,0,5,140.96
5.71,4,2,0,4,87.87
5.61,1,5,0,1,72.54
6.52,3,7,0,8,122.4
5.51,4,5,0,7,102.79
8.46,2,9,0,8,142.47
5.31,2,10,0,5,105.73
7.55,2,2,0,4,90.28
9.98,1,4,1,4,121.73
9.07,10,8,1,1,166.81
8.08,2,7,1,3,127.46
6.53,6,5,1,1,114.32
8.12,3,8,0,1,116.66
7.64,10,1,1,7,145.61
7.13,5,10,1,3,142.92
5.65,1,8,1,3,100.14
9.43,8,9,1,6,179.98
7.25,4,9,1,3,134.25
5.97,9,5,0,8,135.34
6.84,4,8,1,8,146.23
7.07,2,3,1,2,95.93
9.14,3,4,0,5,118.65
8.67,5,1,1,6,124.95
8.85,10,2,0,2,134.96
5.06,6,0,1,3,87.01
